Index,FFT_Real,FFT_Imag,DFT_Real,DFT_Imag
11568,11.829159,-5.829699,12.153923,-5.960214
11569,11.828409,-5.832658,12.801785,-4.910961
11570,11.829673,-5.824611,10.254806,-5.856429
11571,11.832861,-5.825649,11.684524,-5.868277
11572,11.824372,-5.823790,11.722818,-6.337782
11573,11.829035,-5.822018,10.564301,-7.989774
11574,11.825668,-5.828753,12.248010,-5.331764
11575,11.830542,-5.822884,13.151672,-6.340018
11576,11.843054,-5.824325,14.967025,-3.907205
11577,11.824204,-5.802443,11.678107,-5.837347
11578,11.835863,-5.829564,11.003729,-6.351542
11579,11.838362,-5.799741,11.789885,-5.911224
11580,11.827318,-5.803817,12.762095,-6.839979
11581,11.821061,-5.804734,11.574712,-6.083051
11582,11.823725,-5.812444,11.707840,-5.801303
11583,11.827501,-5.810365,11.688025,-5.844325
11584,11.829388,-5.806386,12.007392,-5.621021
11585,11.829957,-5.800760,13.429385,-7.227258
11586,11.825762,-5.800651,11.436733,-5.760135
11587,11.824310,-5.801036,12.026800,-5.767492
11588,11.823806,-5.802489,11.835108,-5.178966
11589,11.826328,-5.800212,11.902800,-5.623207
11590,11.826892,-5.797463,11.753659,-5.841553
11591,11.827456,-5.800817,12.082844,-5.616884
11592,11.825094,-5.795215,11.703229,-5.638805
11593,11.827932,-5.796387,11.710814,-5.933032
11594,11.825641,-5.795730,11.381006,-6.248949
11595,11.830048,-5.789324,11.916615,-5.740002
11596,11.827038,-5.789896,12.030332,-5.009903
11597,11.823761,-5.789417,11.762730,-5.940574
11598,11.825642,-5.788280,11.936724,-6.288099
11599,11.825636,-5.789329,11.648149,-6.653607
11600,11.830030,-5.786729,11.777118,-5.632693
11601,11.830587,-5.785987,11.994605,-5.951153
11602,11.828428,-5.781815,11.790058,-5.685640
11603,11.829535,-5.780703,11.831140,-5.778886
11604,11.825983,-5.776221,11.816868,-5.791535
11605,11.825993,-5.774067,11.812123,-5.836441
11606,11.826365,-5.778195,11.208849,-5.688002
11607,11.820116,-5.772404,12.006291,-5.490213
11608,11.825729,-5.775584,12.448751,-6.431483
11609,11.822783,-5.778024,12.023312,-5.672419
11610,11.830595,-5.773215,11.757287,-5.995790
11611,11.832315,-5.774073,12.031112,-5.350639
11612,11.824139,-5.764442,11.892466,-5.732013
11613,11.825466,-5.768123,11.857662,-6.163903
11614,11.813035,-5.777888,11.164470,-5.373470
11615,11.833679,-5.767509,11.612938,-5.711248
11616,11.832089,-5.780917,11.726597,-5.596935
11617,11.845199,-5.746119,11.814425,-5.700977
11618,11.816453,-5.778895,11.855998,-5.575334
11619,11.851080,-5.752085,11.874411,-6.112447
11620,11.833213,-5.754787,11.741313,-5.969140
11621,11.823467,-5.746005,11.543139,-5.807750
11622,11.828636,-5.753440,11.829376,-5.815218
11623,11.825351,-5.752724,11.746564,-5.947937
11624,11.833817,-5.748947,12.237279,-5.985559
11625,11.832134,-5.750530,11.685419,-5.826960
11626,11.826296,-5.743818,11.988243,-6.098214
11627,11.828226,-5.746850,11.973945,-5.183647
11628,11.825238,-5.746869,11.228559,-6.295354
11629,11.829773,-5.742502,10.340646,-6.783789
11630,11.829195,-5.744368,12.215113,-5.816774
11631,11.827291,-5.737965,11.497097,-4.897673
11632,11.827520,-5.737805,12.244001,-4.977865
11633,11.824832,-5.738445,12.855947,-6.254617
11634,11.829748,-5.733038,11.837226,-6.576271
11635,11.828744,-5.737525,11.175386,-5.792697
11636,11.823727,-5.729828,11.786076,-6.780144
11637,11.823973,-5.733942,10.768298,-4.943894
11638,11.826588,-5.732516,11.234044,-4.309062
11639,11.829578,-5.731456,11.966551,-5.909064
11640,11.827614,-5.729480,11.770988,-5.812724
11641,11.827717,-5.724757,11.883420,-6.129934
11642,11.827051,-5.725496,11.934595,-5.215322
11643,11.824669,-5.724459,11.959029,-5.768321
11644,11.826658,-5.724510,11.912709,-5.915687
11645,11.829458,-5.725744,11.504249,-5.520733
11646,11.826645,-5.719422,12.227541,-5.225657
11647,11.829368,-5.719410,11.799910,-5.435578
11648,11.827622,-5.716509,12.249401,-5.924153
11649,11.832012,-5.717237,12.180028,-5.868169
11650,11.828279,-5.714645,11.952100,-5.525587
11651,11.825866,-5.710500,11.863169,-5.377405
11652,11.826907,-5.711936,12.027111,-5.541006
11653,11.826616,-5.709527,11.906281,-5.743030
11654,11.829418,-5.710334,12.100806,-7.454877
11655,11.827703,-5.707756,11.790274,-5.916143
11656,11.827965,-5.702955,8.033870,0.753301
11657,11.826275,-5.704535,11.541350,-5.775720
11658,11.826623,-5.704177,13.794341,-5.210820
11659,11.830296,-5.702964,12.917213,-4.645119
11660,11.827066,-5.701680,11.571462,-4.842651
11661,11.829369,-5.695437,11.950006,-5.495340
11662,11.827717,-5.695213,11.801004,-5.749094
11663,11.822985,-5.694886,11.776997,-6.074409
11664,11.832222,-5.696200,11.806475,-5.813321
11665,11.822830,-5.689578,11.962113,-5.392977
11666,11.825941,-5.691280,12.029357,-5.899938
11667,11.823061,-5.692845,11.933618,-4.685476
11668,11.826685,-5.690338,11.624879,-5.703591
11669,11.829872,-5.689883,11.818093,-6.010847
11670,11.828066,-5.685595,12.106575,-5.861934
11671,11.826185,-5.682570,11.654571,-5.580492
11672,11.823147,-5.684452,11.775611,-5.677176
11673,11.824757,-5.682432,11.974002,-5.779510
11674,11.827528,-5.683428,12.093342,-5.526995
11675,11.829177,-5.678222,11.782771,-7.676973
11676,11.826669,-5.678000,12.137668,-5.621448
11677,11.827008,-5.672466,13.639792,-4.366861
11678,11.824148,-5.674048,11.681746,-5.231310
11679,11.822794,-5.679111,10.663789,-5.883060
11680,11.825109,-5.675645,11.460913,-5.378607
11681,11.828218,-5.672981,9.643291,-6.297925
11682,11.827303,-5.669970,11.891980,-5.748930
11683,11.828175,-5.668589,11.779600,-5.596726
11684,11.827831,-5.668880,11.874488,-5.786063
11685,11.825294,-5.667145,11.689890,-5.852655
11686,11.829960,-5.665538,12.185792,-6.219069
11687,11.827675,-5.663218,11.920826,-5.779596
11688,11.829675,-5.662917,11.674341,-5.457584
11689,11.829832,-5.663791,11.116806,-6.781088
11690,11.831551,-5.659008,11.446317,-6.224001
11691,11.834556,-5.655907,9.245732,-5.793407
11692,11.831890,-5.643673,11.765661,-5.563531
11693,11.826616,-5.641319,12.424077,-5.579203
11694,11.817451,-5.643940,12.016428,-4.510404
11695,11.813654,-5.648365,11.868270,-5.687405
11696,11.819921,-5.654661,11.772260,-5.917105
11697,11.821375,-5.653210,12.891004,-5.836277
11698,11.827551,-5.651875,11.632271,-5.244289
11699,11.827189,-5.648713,11.990539,-5.905360
11700,11.823816,-5.642173,12.695325,-5.965567
11701,11.822266,-5.644220,12.026682,-5.593515
11702,11.818789,-5.645200,11.831285,-5.454891
11703,11.830599,-5.647906,11.743483,-5.850375
11704,11.820887,-5.638383,11.792631,-5.510105
11705,11.825706,-5.645197,10.959260,-5.912331
11706,11.828457,-5.638359,11.861795,-5.874039
11707,11.829103,-5.637400,10.068314,-3.156027
11708,11.826645,-5.634242,28.336063,-18.364809
11709,11.825224,-5.634187,10.655623,-4.708390
11710,11.825991,-5.633007,11.992511,-5.164738
11711,11.825699,-5.629364,11.797041,-6.000509
11712,11.825869,-5.628571,11.849609,-5.486383
11713,11.827248,-5.627675,12.168882,-5.708035
11714,11.826269,-5.625721,11.796630,-5.887805
11715,11.827099,-5.624255,12.786396,-7.913984
11716,11.827745,-5.623991,11.156697,-6.113107
11717,11.826643,-5.621427,11.803033,-5.680814
11718,11.826113,-5.623158,14.936365,-3.195834
11719,11.825305,-5.622140,11.790072,-5.808444
11720,11.824750,-5.619288,11.739683,-5.541572
11721,11.823757,-5.617287,12.377315,-5.651708
11722,11.821322,-5.611242,12.478532,-4.844549
11723,11.834465,-5.625086,11.981981,-5.495803
11724,11.827127,-5.614258,11.852676,-5.573493
11725,11.827158,-5.609743,11.899068,-5.204246
11726,11.827444,-5.608527,11.965755,-5.823447
11727,11.827549,-5.605520,12.178969,-6.091608
11728,11.827143,-5.607696,12.363482,-4.466915
11729,11.827447,-5.607787,11.969366,-5.426154
11730,11.831901,-5.607903,11.521938,-5.626382
11731,11.833271,-5.603393,11.869992,-5.727766
11732,11.832485,-5.598018,14.310638,-5.661056
11733,11.831558,-5.596061,11.776184,-5.709666
11734,11.825162,-5.593170,11.801826,-5.853981
11735,11.825460,-5.590919,13.286923,-5.098143
11736,11.821062,-5.592003,12.553788,-5.385355
11737,11.824275,-5.593073,11.859735,-5.658297
11738,11.826229,-5.594316,11.985698,-5.860319
11739,11.825325,-5.590776,12.125063,-5.788077
11740,11.828064,-5.589260,11.907738,-5.621801
11741,11.826417,-5.587699,11.848476,-5.480707
11742,11.824656,-5.585430,11.839362,-5.803828
11743,11.824402,-5.587038,12.191246,-5.568443
11744,11.825703,-5.585293,11.805984,-5.627828
11745,11.826554,-5.583138,11.478976,-5.759287
11746,11.828223,-5.580765,11.956731,-5.239971
11747,11.825529,-5.577550,11.760468,-5.486797
11748,11.825308,-5.573941,12.634554,-6.250399
11749,11.828028,-5.585399,11.861261,-5.809507
11750,11.824671,-5.568186,11.555294,-5.054010
11751,11.819260,-5.576767,11.870795,-5.742122
11752,11.831017,-5.571317,11.773433,-5.514009
11753,11.822632,-5.581215,11.767134,-5.791477
11754,11.828052,-5.566295,11.843535,-5.467088
11755,11.828847,-5.569968,11.810245,-5.550460
11756,11.822489,-5.564495,11.769908,-2.298939
11757,11.827871,-5.567438,11.109006,-6.061432
11758,11.822706,-5.569781,11.736320,-5.518085
11759,11.827684,-5.561539,11.634226,-5.706102
11760,11.829275,-5.565148,12.397492,-8.436494
11761,11.823130,-5.557315,11.884146,-5.283003
11762,11.833843,-5.559505,11.692563,-5.198653
11763,11.823442,-5.554983,12.054040,-5.374019
11764,11.821102,-5.554843,11.564913,-5.612814
11765,11.825150,-5.555633,12.049903,-5.494146
11766,11.826332,-5.551832,11.866223,-5.633210
11767,11.827232,-5.554209,12.799432,-7.101866
11768,11.822260,-5.551665,10.099741,-5.503322
11769,11.825779,-5.547651,11.725695,-5.726150
11770,11.824635,-5.550010,11.225348,-5.442038
11771,11.827486,-5.544275,11.697302,-5.391837
11772,11.827328,-5.547520,12.255962,-5.728489
11773,11.819491,-5.544312,11.694721,-5.600039
11774,11.826763,-5.541351,9.517651,-6.199182
11775,11.825251,-5.540826,11.785839,-5.209365
11776,11.825762,-5.536855,11.822106,-5.651397
11777,11.826479,-5.538115,11.636474,-5.227014
11778,11.817492,-5.534448,11.888938,-4.924639
11779,11.820015,-5.537124,11.742586,-5.375447
11780,11.818750,-5.539481,12.193427,-5.613894
11781,11.827987,-5.539122,12.383185,-5.325649
11782,11.829086,-5.538896,11.991802,-5.448285
11783,11.824303,-5.531310,11.804832,-5.275326
11784,11.828478,-5.527275,11.698167,-5.349139
11785,11.824165,-5.526320,11.568370,-5.637838
11786,11.830043,-5.523663,14.465041,-4.504750
11787,11.825094,-5.531161,11.788873,-5.414604
11788,11.822761,-5.523440,10.753668,-5.859011
11789,11.829576,-5.521103,11.774601,-5.375357
11790,11.821954,-5.520826,12.311438,-4.726709
11791,11.834032,-5.518660,11.323426,-5.566359
11792,11.824852,-5.522359,15.567480,-12.102749
11793,11.822989,-5.509742,11.616635,-5.540030
11794,11.826297,-5.512908,11.424271,-5.491392
11795,11.821843,-5.510857,11.674000,-5.530402
11796,11.831776,-5.509986,11.922554,-5.353982
11797,11.821955,-5.516274,11.213764,-6.143243
11798,11.821518,-5.502552,12.524223,-6.191966
11799,11.827103,-5.507198,12.396305,-5.071152
11800,11.820974,-5.500136,16.478916,-3.786011
11801,11.835150,-5.504672,-7.878188,-18.267862
11802,11.817307,-5.510651,10.987812,-5.006145
11803,11.820504,-5.488517,11.357168,-5.299312
11804,11.826791,-5.502100,11.839447,-5.316874
11805,11.817734,-5.481040,11.621645,-5.620609
11806,11.849015,-5.498131,12.162241,-6.024601
11807,11.789558,-5.513476,11.801836,-5.431571
11808,11.812492,-5.410302,12.024570,-5.781638
11809,11.754987,-5.517161,11.746414,-5.680850
11810,11.848377,-5.583969,11.609916,-5.477197
11811,11.790396,-5.487033,11.880981,-5.535062
11812,11.854851,-5.488520,12.465805,-5.791886
11813,11.825562,-5.512834,11.511086,-5.724171
11814,11.829990,-5.488715,12.174559,-5.819309
11815,11.827776,-5.502183,11.807050,-5.452789
11816,11.817113,-5.480907,11.898789,-5.373888
11817,11.835987,-5.486465,11.822518,-5.438766
11818,11.824270,-5.497808,11.296726,-5.829095
11819,11.832392,-5.486109,11.885916,-5.497834
11820,11.832634,-5.490466,12.960514,-6.465679
11821,11.828018,-5.470083,11.961637,-5.517702
11822,11.834337,-5.475018,11.924034,-5.471250
11823,11.823868,-5.477002,15.074297,-10.158098
11824,11.827242,-5.473029,12.088254,-5.787081
11825,11.824851,-5.479026,11.796986,-5.716319
11826,11.827433,-5.469315,11.901978,-5.329968
11827,11.831577,-5.471874,11.900192,-5.688691
11828,11.823955,-5.470129,11.868521,-5.679114
11829,11.827799,-5.468935,11.432579,-5.075279
11830,11.824045,-5.470954,12.250709,-4.776730
11831,11.827711,-5.463608,11.565883,-5.726375
11832,11.830652,-5.465525,12.002304,-5.387581
11833,11.823719,-5.461211,13.306362,-4.798514
11834,11.827400,-5.462173,11.756496,-5.476950
11835,11.824699,-5.463950,11.937175,-5.172522
11836,11.827293,-5.456940,11.721349,-5.385528
11837,11.830572,-5.462585,11.963235,-5.413898
11838,11.829449,-5.453865,12.775166,-8.366782
11839,11.831128,-5.454484,11.864288,-5.247520
11840,11.825245,-5.452162,12.340399,-5.196484
11841,11.827311,-5.448945,11.119749,-5.093908
11842,11.828262,-5.451456,11.442400,-5.355510
11843,11.826311,-5.447676,12.171679,-7.331956
11844,11.828329,-5.447550,12.057884,-5.236587
11845,11.825403,-5.446140,11.717300,-4.712582
11846,11.829166,-5.443204,12.142575,-5.328536
11847,11.828800,-5.444974,11.833730,-5.602185
11848,11.830034,-5.442904,11.742001,-5.449931
11849,11.800135,-5.431730,11.627336,-9.098593
11850,11.822077,-5.438363,11.689277,-5.713341
11851,11.827586,-5.436767,11.885351,-5.504203
11852,11.825634,-5.436907,11.900595,-5.126657
11853,11.827400,-5.434754,11.995398,-5.398695
11854,11.828427,-5.434165,14.287026,-7.855001
11855,11.827042,-5.430412,11.709213,-5.470692
11856,11.829981,-5.426961,11.849130,-5.110587
11857,11.826405,-5.424603,11.827821,-5.308772
11858,11.821840,-5.422665,11.995790,-5.667439
11859,11.821313,-5.426132,10.881525,-2.656533
11860,11.820518,-5.426359,12.181548,-5.772074
11861,11.824755,-5.426696,11.276065,-4.980325
11862,11.825111,-5.424351,11.932020,-5.220447
11863,11.827227,-5.419745,12.019032,-5.538487
11864,11.821638,-5.419295,11.809558,-5.368780
11865,11.824033,-5.420623,11.639148,-5.010389
11866,11.825788,-5.422035,11.835979,-5.465704
11867,11.829188,-5.418875,11.284504,-6.024380
11868,11.826056,-5.412736,11.661053,-5.177359
11869,11.827242,-5.413344,11.325816,-6.322251
11870,11.824907,-5.410378,12.345545,-5.831047
11871,11.824865,-5.411672,12.052678,-5.190461
11872,11.823919,-5.411513,11.763003,-5.435011
11873,11.826885,-5.407397,11.781084,-5.133440
11874,11.827809,-5.405894,12.398663,-3.900757
11875,11.826046,-5.403569,11.727025,-5.041063
11876,11.825644,-5.403064,12.016418,-5.530536
11877,11.824266,-5.399208,11.783978,-5.300911
11878,11.824461,-5.399441,11.781351,-5.750192
11879,11.824764,-5.399649,10.942997,-5.143578
11880,11.821975,-5.400212,12.115346,-5.113641
11881,11.824332,-5.395953,11.748992,-5.637045
11882,11.823530,-5.395647,12.129528,-5.586174
11883,11.819993,-5.395232,12.058950,-5.591947
11884,11.832079,-5.399061,12.011540,-5.594375
11885,11.819220,-5.388836,12.036259,-5.365041
11886,11.830416,-5.391353,11.680212,-5.230072
11887,11.821738,-5.387903,11.752121,-4.828964
11888,11.824456,-5.389672,10.352670,-5.459101
11889,11.824394,-5.388416,11.776929,-5.305546
11890,11.828054,-5.385275,11.676935,-5.432311
11891,11.825100,-5.386512,11.715265,-5.488709
11892,11.822496,-5.382041,11.087002,-5.933566
11893,11.824856,-5.379328,11.782193,-5.337687
11894,11.825371,-5.379447,11.939785,-4.948520
11895,11.826618,-5.387511,11.668977,-5.050689
11896,11.832384,-5.374106,12.037801,-4.640707
11897,11.827311,-5.376178,11.805137,-5.126999
11898,11.825603,-5.375340,11.820951,-5.339912
11899,11.823790,-5.373129,12.689919,-4.305556
11900,11.828415,-5.369626,12.415617,-5.682003
11901,11.828119,-5.368440,11.277875,-4.593551
11902,11.827048,-5.366120,8.833825,-2.545855
11903,11.826498,-5.367821,11.721212,-5.698221
11904,11.826374,-5.366169,11.576595,-5.454605
11905,11.829927,-5.363096,11.744353,-5.462372
11906,11.830476,-5.361749,12.151987,-5.161460
11907,11.825103,-5.356073,11.921952,-5.210882
11908,11.824921,-5.359640,12.023932,-5.278997
11909,11.823123,-5.357239,11.525464,-5.585820
11910,11.826874,-5.359838,13.047994,-7.518988
11911,11.829662,-5.358515,11.430704,-5.487608
11912,11.830683,-5.349504,7.574381,-4.662527
11913,11.827317,-5.348843,11.830653,-4.956403
11914,11.823479,-5.350617,11.831341,-5.110756
11915,11.828274,-5.353755,11.688122,-5.144054
11916,11.833130,-5.352975,10.908010,-6.375371
11917,11.836430,-5.343607,11.806520,-5.192466
11918,11.830936,-5.337017,11.736267,-5.173842
11919,11.824136,-5.340031,12.403446,-6.218239
11920,11.828836,-5.350059,13.028905,-4.497740
11921,11.843504,-5.350280,12.367171,-4.857749
11922,11.861558,-5.332874,11.220723,-5.596600
11923,11.863914,-5.302304,3.170976,1.351782
11924,11.836421,-5.275594,16.568670,-4.630971
11925,11.798612,-5.278191,12.034053,-5.269171
11926,11.771253,-5.303012,11.798723,-5.257422
11927,11.775930,-5.337704,11.490746,-5.215454
11928,11.797616,-5.351472,11.596656,-5.442642
11929,11.819772,-5.346425,11.569382,-5.719725
11930,11.825148,-5.332235,11.847462,-5.161223
11931,11.818624,-5.323842,11.723475,-5.787250
11932,11.808128,-5.325562,11.727901,-5.662497
11933,11.814980,-5.328925,11.628380,-5.579566
11934,11.826418,-5.341578,12.010273,-5.482491
11935,11.831234,-5.317525,11.875814,-5.134773
11936,11.811466,-5.308510,12.037575,-5.257626
11937,11.822720,-5.317502,11.713633,-5.088024
11938,11.808495,-5.325242,11.789286,-5.384468
11939,11.819638,-5.319065,11.652088,-5.219911
11940,11.821714,-5.321599,11.992352,-5.198590
11941,11.823933,-5.312822,11.513325,-5.310613
11942,11.823513,-5.310814,11.570330,-5.352066
11943,11.813496,-5.311639,12.493438,-5.846781
11944,11.818155,-5.312963,11.504362,-5.430879
11945,11.822790,-5.314962,11.634964,-5.069405
11946,11.824368,-5.307478,11.780477,-5.160399
11947,11.824223,-5.305020,15.247972,-6.553962
11948,11.816503,-5.303647,11.999972,-5.335347
11949,11.817321,-5.305126,14.119764,-6.977772
11950,11.821251,-5.309426,11.667921,-5.759908
11951,11.827165,-5.301869,11.923157,-5.307166
11952,11.825331,-5.297423,11.896586,-5.119048
11953,11.820515,-5.290337,13.443554,-12.103148
11954,11.817179,-5.296971,11.849783,-5.471435
11955,11.821362,-5.296555,12.649168,-6.247249
11956,11.820219,-5.292057,11.854643,-5.451421
11957,11.821017,-5.291289,12.027803,-4.795208
11958,11.815548,-5.287545,11.703794,-5.465650
11959,11.814976,-5.289001,11.724133,-5.459794
11960,11.812773,-5.292981,15.485889,-6.761193
11961,11.817581,-5.291588,11.665857,-4.955193
11962,11.822615,-5.290794,22.762707,-19.920870
11963,11.817999,-5.284441,11.881558,-5.145029
11964,11.817600,-5.287727,13.232293,-6.455914
11965,11.814816,-5.289052,11.264687,-4.860528
11966,11.822720,-5.288867,11.530481,-5.459705
11967,11.826532,-5.286129,11.675192,-5.306111
11968,11.822871,-5.279015,11.634462,-5.314844
11969,11.822062,-5.276977,12.785640,-3.730249
11970,11.818003,-5.277730,11.510975,-4.733952
11971,11.820577,-5.278478,11.918740,-5.397523
11972,11.824786,-5.278790,11.831221,-5.427115
11973,11.824621,-5.271811,11.642095,-5.083191
11974,11.822742,-5.270350,10.695264,-5.834899
11975,11.818480,-5.269527,11.662668,-5.016321
11976,11.821680,-5.270076,12.773729,-4.526793
11977,11.822216,-5.271894,11.703312,-5.228600
11978,11.824527,-5.265710,11.911556,-5.322021
11979,11.823257,-5.264498,12.182341,-5.281162
11980,11.816689,-5.263243,12.080140,-5.732744
11981,11.824324,-5.263023,11.953009,-5.257246
11982,11.823769,-5.261417,11.938321,-5.147163
11983,11.823977,-5.260648,11.939497,-4.826332
11984,11.823092,-5.253198,11.965461,-5.076534
11985,11.820026,-5.253837,11.885380,-5.285198
11986,11.819004,-5.254872,13.008063,-6.365584
11987,11.820635,-5.257840,11.769104,-4.951196
11988,11.823326,-5.254426,12.628549,-6.476669
11989,11.823858,-5.250132,11.804950,-5.237749
11990,11.821241,-5.246136,11.591328,-5.842811
11991,11.817888,-5.246982,11.238646,-4.861283
11992,11.818851,-5.248626,12.550970,-5.358936
11993,11.819983,-5.249272,10.874208,-9.126896
11994,11.826532,-5.245427,12.043173,-5.205026
11995,11.818747,-5.240794,12.096605,-5.202792
11996,11.820089,-5.243849,11.699574,-5.016286
11997,11.820438,-5.243497,11.191531,-4.402840
11998,11.823792,-5.240180,11.851366,-5.330064
11999,11.824330,-5.239735,11.837070,-5.236714
12000,11.821669,-5.233241,11.300923,-5.116315
12001,11.821224,-5.234346,12.106154,-4.866154
12002,11.819651,-5.236251,11.948158,-5.366522
12003,11.824199,-5.233961,11.665524,-5.166772
12004,11.823926,-5.232703,11.567577,-5.450647
12005,11.822896,-5.227542,12.011309,-5.208414
12006,11.822067,-5.226899,13.083920,-4.478226
12007,11.818487,-5.228150,12.280704,-4.913821
12008,11.822615,-5.229906,11.793055,-5.325000
12009,11.824659,-5.227620,11.808764,-4.991702
12010,11.824429,-5.222202,11.626860,-5.336635
12011,11.825827,-5.220315,11.802456,-5.300035
12012,11.820103,-5.218274,12.310500,-4.954912
12013,11.822712,-5.216938,11.988800,-4.932548
12014,11.819384,-5.216300,11.782544,-5.384414
12015,11.825222,-5.214356,11.676395,-4.839203
12016,11.823885,-5.217703,11.903682,-5.082700
12017,11.819515,-5.210432,11.742240,-5.171969
12018,11.819511,-5.214807,12.505901,-6.018480
12019,11.827979,-5.208851,11.662651,-5.331491
12020,11.819191,-5.211451,11.666815,-5.314753
12021,11.822384,-5.196983,11.759827,-5.150782
12022,11.818974,-5.210345,11.513030,-5.070112
12023,11.820822,-5.205681,11.722472,-5.356569
12024,11.821787,-5.207373,12.011536,-4.799756
12025,11.823618,-5.201386,11.769569,-4.733744
12026,11.822068,-5.201973,11.585754,-5.245448
12027,11.820730,-5.198410,10.744069,-5.620528
12028,11.820629,-5.199718,10.986158,-8.037719
12029,11.819567,-5.198696,11.415290,-4.348405
12030,11.825676,-5.196627,12.112467,-5.490974
12031,11.823317,-5.194614,12.070455,-4.923831
12032,11.822083,-5.189661,11.831152,-5.134459
12033,11.821821,-5.195797,11.564260,-6.388074
12034,11.820379,-5.195064,11.502004,-5.765147
12035,11.834097,-5.195022,9.421314,-5.415658
12036,11.835648,-5.187193,10.415046,-3.795456
12037,11.834123,-5.163114,11.790344,-5.199934
12038,11.818619,-5.165554,11.804204,-5.436020
12039,11.789789,-5.161123,11.852623,-4.927319
12040,11.817362,-5.209294,11.737236,-5.155700
12041,11.813686,-5.156536,11.627729,-4.173424
12042,11.803495,-5.205337,12.289462,-5.892605
12043,11.825803,-5.186661,11.878778,-5.158679
12044,11.830370,-5.183143,12.009002,-5.186535
12045,11.819777,-5.170922,11.857202,-5.198189
12046,11.821856,-5.173250,12.098236,-5.392705
12047,11.818723,-5.177467,11.481652,-5.093495
12048,11.824852,-5.171527,11.830728,-5.164167
12049,11.823130,-5.167936,9.751152,-6.217067
12050,11.818770,-5.160670,11.557494,-5.420327
12051,11.815014,-5.163557,11.674526,-5.354596
12052,11.813785,-5.169551,11.633038,-5.049274
12053,11.815601,-5.170012,11.690291,-4.819160
12054,11.822599,-5.171675,11.800694,-5.265175
12055,11.824161,-5.164221,11.945674,-5.220277
12056,11.820075,-5.159619,11.483783,-6.102872
12057,11.818533,-5.161324,11.825517,-5.446493
12058,11.819464,-5.159781,9.843735,-5.262924
12059,11.820635,-5.158777,11.806825,-5.058943
12060,11.822483,-5.156173,11.991982,-5.071924
12061,11.822386,-5.154338,11.977291,-4.820530
12062,11.819566,-5.153602,9.865533,-5.051704
12063,11.820553,-5.153290,11.815544,-5.151962
12064,11.822319,-5.151675,12.097026,-5.546070
12065,11.822313,-5.150657,11.833451,-5.439315
12066,11.822670,-5.147718,11.784103,-5.075387
12067,11.820610,-5.145807,11.699265,-6.482532
12068,11.814971,-5.144663,11.565482,-4.543756
12069,11.820740,-5.142705,11.557553,-5.181244
12070,11.818729,-5.142229,11.677392,-5.317389
12071,11.820181,-5.142856,11.772319,-5.249639
12072,11.819307,-5.142917,11.610373,-5.315427
12073,11.821547,-5.141440,6.037413,-2.691765
12074,11.822055,-5.138748,12.085584,-5.855289
12075,11.820817,-5.135804,12.565001,-4.805117
12076,11.818813,-5.134808,11.716498,-4.998960
12077,11.817001,-5.136247,11.662926,-5.166964
12078,11.819212,-5.134986,11.113151,-5.224165
12079,11.823065,-5.138348,11.578325,-5.391973
12080,11.824352,-5.124309,12.134286,-4.802051
12081,11.817007,-5.134645,11.835881,-5.104532
12082,11.827627,-5.128604,8.631510,-4.688479
12083,11.824396,-5.124557,10.675738,-1.464687
12084,11.820271,-5.121120,11.138565,-4.692422
12085,11.819934,-5.122340,11.848098,-4.915811
12086,11.818317,-5.122840,11.246037,-5.991189
12087,11.818748,-5.123158,12.179727,-4.831914
12088,11.823153,-5.121876,8.868051,-6.094100
12089,11.823473,-5.116639,12.701297,-4.857015
12090,11.823532,-5.116418,11.816299,-5.119427
12091,11.823578,-5.114644,11.680018,-5.156871
12092,11.823704,-5.114003,11.735653,-5.151513
12093,11.822958,-5.112888,11.783338,-5.297768
12094,11.823475,-5.108605,11.651833,-5.022783
12095,11.820986,-5.108345,11.760118,-4.907554
12096,11.819897,-5.109343,11.827518,-4.937192
12097,11.821078,-5.106595,11.756033,-5.120266
12098,11.820337,-5.104088,12.930727,-4.837032
12099,11.821719,-5.098041,11.535517,-5.013972
12100,11.818235,-5.105025,11.550183,-4.963011
12101,11.819101,-5.103776,11.725526,-5.180562
12102,11.821884,-5.102618,11.849631,-5.091515
12103,11.822140,-5.099057,11.654663,-4.980990
12104,11.822247,-5.094782,11.703220,-5.169225
12105,11.819774,-5.093767,10.672670,-4.485040
12106,11.818800,-5.095457,12.248190,-4.850955
12107,11.818233,-5.098343,11.343253,-5.331622
12108,11.822483,-5.095396,11.865915,-4.961577
12109,11.823734,-5.088531,11.610303,-5.203644
12110,11.822941,-5.090612,11.957309,-5.378905
12111,11.818687,-5.088622,11.701295,-5.141360
12112,11.822161,-5.090292,11.907976,-4.600006
12113,11.822997,-5.085268,11.654715,-4.991642
12114,11.823771,-5.081447,11.699856,-5.078187
12115,11.820513,-5.082181,12.374245,-4.798669
12116,11.818094,-5.080812,24.883390,-9.980375
12117,11.819496,-5.083346,12.189970,-4.881579
12118,11.823093,-5.081233,10.669936,-4.506275
12119,11.823805,-5.074315,11.898393,-5.174291
12120,11.821583,-5.075069,11.773399,-4.953366
12121,11.819279,-5.073992,11.830974,-4.871927
12122,11.820166,-5.075112,12.961116,-5.139296
12123,11.822350,-5.074721,12.559258,-5.894536
12124,11.826588,-5.069439,11.709765,-4.582429
12125,11.823601,-5.064311,12.881824,-4.268331
